ID,Default,Loan_type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship
418,0,Car ,Female,43,HS      ,118860,539,1,2,Citizen    
419,0,Car ,Male  ,47,HS      ,111913,683,0,2,Citizen    
420,0,Home,Male  ,46,HS      ,72652,569,2,2,Citizen    
421,0,Home,Male  ,40,College ,116710,501,5,2,Citizen    
422,1,Car ,Female,46,College ,115253,695,3,2,Citizen    
423,0,Car ,Female,54,HS      ,74634,618,0,2,Citizen    
424,0,Car ,Female,56,HS      ,101975,659,1,2,Citizen    
425,0,Car ,Male  ,35,College ,127232,583,2,2,Citizen    
426,0,Home,Male  ,41,HS      ,84763,623,2,2,Citizen    
427,0,Car ,Male  ,44,HS      ,140787,573,1,2,Citizen    
428,0,Car ,Female,45,HS      ,94827,530,0,2,Citizen    
429,0,Car ,Female,40,HS      ,89780,625,0,2,Citizen    
430,0,Car ,Male  ,38,HS      ,85635,527,0,2,Citizen    
431,0,Car ,Male  ,39,HS      ,81346,631,0,2,Citizen    
432,0,Car ,Male  ,39,HS      ,106550,560,2,2,Citizen    
433,0,Car ,Male  ,49,HS      ,79303,702,0,2,Citizen    
434,0,Car ,Female,48,Graduate,89068,595,3,2,Citizen    
435,0,Home,Female,44,College ,111674,701,10,2,Citizen    
436,0,Car ,Male  ,57,HS      ,101010,659,3,2,Citizen    
437,0,Home,Male  ,40,HS      ,66717,645,0,2,Citizen    
438,0,Car ,Male  ,39,College ,102409,625,2,2,Citizen    
439,0,Car ,Male  ,49,College ,83150,607,3,2,Citizen    
440,0,Car ,Male  ,44,HS      ,93250,532,2,2,Citizen    
441,0,Home,Female,30,HS      ,119535,614,5,2,Citizen    
442,0,Car ,Male  ,36,College ,131647,596,1,2,Citizen    
443,0,Car ,Male  ,43,HS      ,91123,613,2,2,Citizen    
444,0,Car ,Female,36,HS      ,106879,623,2,2,Citizen    
445,0,Car ,Female,41,HS      ,123004,699,0,2,Non-citizen
446,0,Car ,Female,50,College ,90253,615,3,2,Citizen    
447,0,Car ,Female,41,HS      ,112445,572,1,2,Citizen    
448,0,Home,Female,33,HS      ,87944,533,5,2,Citizen    
449,0,Car ,Male  ,43,College ,108624,611,2,2,Citizen    
450,0,Car ,Female,55,College ,125573,597,3,2,Citizen    
451,0,Car ,Female,37,HS      ,72853,452,0,2,Citizen    
452,0,Car ,Male  ,42,HS      ,122876,593,2,2,Citizen    
453,0,Car ,Female,42,Graduate,76813,599,1,2,Citizen    
454,0,Car ,Male  ,38,College ,114388,552,0,2,Citizen    
455,0,Car ,Male  ,44,HS      ,74075,586,3,2,Citizen    
456,0,Car ,Female,40,HS      ,116857,616,0,2,Citizen    
457,0,Car ,Female,39,HS      ,113036,626,3,2,Citizen    
458,0,Home,Male  ,29,HS      ,100284,543,9,2,Citizen    
459,0,Car ,Female,51,HS      ,92992,650,2,1,Citizen    
460,0,Home,Male  ,33,HS      ,77608,563,2,2,Citizen    
461,0,Home,Male  ,32,HS      ,79725,462,10,2,Citizen    
462,0,Car ,Male  ,48,HS      ,67437,642,3,2,Citizen    
463,0,Car ,Female,33,HS      ,93955,581,0,2,Citizen    
464,0,Home,Male  ,55,HS      ,102176,607,13,2,Citizen    
465,0,Car ,Male  ,41,College ,101409,665,2,2,Citizen    
466,0,Car ,Male  ,38,HS      ,75265,604,0,2,Citizen    
467,0,Car ,Female,40,HS      ,69944,582,1,2,Citizen    
468,0,Car ,Male  ,39,HS      ,75964,559,2,2,Citizen    
469,0,Car ,Female,33,HS      ,71606,563,0,1,Citizen    
470,0,Home,Male  ,43,HS      ,109159,566,8,2,Citizen    
471,0,Home,Male  ,42,HS      ,119276,640,7,2,Citizen    
472,0,Home,Female,45,HS      ,80671,699,7,2,Citizen    
473,1,Car ,Female,42,Graduate,102688,656,2,2,Citizen    
474,0,Car ,Male  ,47,HS      ,97613,598,1,2,Citizen    
475,0,Car ,Male  ,34,College ,114805,544,1,2,Citizen    
476,0,Car ,Female,48,HS      ,88976,572,1,2,Citizen    
477,0,Home,Male  ,47,College ,88143,630,8,2,Citizen    
478,0,Home,Female,36,HS      ,55916,563,6,2,Citizen    
479,0,Car ,Male  ,45,HS      ,68525,644,0,2,Citizen    
480,0,Car ,Male  ,30,HS      ,95725,653,0,2,Citizen    
481,0,Home,Male  ,46,HS      ,101531,578,11,2,Citizen    
482,0,Car ,Male  ,47,HS      ,110843,607,2,2,Citizen    
483,0,Car ,Male  ,31,HS      ,65063,477,0,2,Citizen    
484,0,Car ,Female,35,HS      ,89168,632,1,2,Citizen    
485,0,Car ,Female,47,HS      ,120479,710,2,2,Citizen    
486,0,Car ,Male  ,34,HS      ,92419,560,1,2,Citizen    
487,0,Car ,Male  ,51,HS      ,80782,562,0,2,Citizen    
488,0,Home,Male  ,45,HS      ,90216,581,6,2,Citizen    
489,0,Car ,Male  ,38,HS      ,82131,600,0,2,Citizen    
490,0,Car ,Female,44,Graduate,114328,556,3,2,Citizen    
491,0,Car ,Male  ,48,HS      ,106250,621,0,2,Citizen    
492,0,Home,Female,44,College ,85907,491,6,2,Citizen    
493,0,Home,Female,36,HS      ,113961,659,4,2,Citizen    
494,0,Car ,Male  ,54,HS      ,80983,591,1,2,Citizen    
495,0,Car ,Male  ,24,HS      ,64642,652,0,2,Citizen    
496,0,Home,Male  ,33,HS      ,97980,658,7,2,Citizen    
497,0,Home,Female,40,College ,69611,609,7,2,Citizen    
498,0,Home,Male  ,41,HS      ,93844,638,6,2,Citizen    
499,0,Car ,Male  ,34,HS      ,88094,618,0,2,Citizen    
500,0,Car ,Male  ,45,College ,97515,585,3,2,Citizen    
501,0,Car ,Female,47,HS      ,127611,597,2,1,Citizen    
502,0,Car ,Male  ,33,HS      ,120653,638,2,2,Citizen    
503,0,Car ,Female,48,HS      ,87623,584,0,2,Citizen    
504,0,Car ,Male  ,37,HS      ,76163,578,2,2,Citizen    
505,0,Car ,Male  ,47,College ,93307,571,1,2,Citizen    
506,0,Home,Male  ,35,HS      ,96804,630,5,1,Citizen    
507,0,Home,Male  ,47,College ,81461,775,6,2,Citizen    
508,0,Car ,Female,45,College ,119436,639,0,2,Citizen    
509,0,Car ,Male  ,45,HS      ,92921,674,1,2,Citizen    
510,0,Car ,Female,43,HS      ,109026,593,1,2,Citizen    
511,0,Car ,Female,46,College ,103601,658,2,2,Citizen    
512,0,Car ,Male  ,50,College ,94578,585,3,2,Citizen    
513,0,Car ,Male  ,50,HS      ,96042,614,2,2,Citizen    
514,0,Home,Male  ,35,HS      ,91465,540,5,2,Citizen    
515,0,Home,Male  ,45,HS      ,87212,684,5,2,Citizen    
516,1,Car ,Male  ,41,HS      ,97202,785,1,2,Citizen    
517,0,Car ,Female,38,HS      ,95068,558,1,2,Citizen    
518,0,Home,Male  ,40,College ,77838,601,8,1,Citizen    
519,0,Car ,Female,51,HS      ,113921,677,0,2,Citizen    
520,0,Car ,Male  ,49,College ,87883,720,3,2,Citizen    
521,0,Home,Male  ,51,HS      ,114891,617,8,2,Citizen    
522,0,Car ,Male  ,51,College ,112162,602,3,2,Citizen    
523,0,Car ,Male  ,42,College ,68536,654,0,2,Citizen    
524,1,Car ,Male  ,53,HS      ,118509,691,0,2,Citizen    
525,0,Home,Male  ,40,HS      ,70753,521,7,2,Citizen    
526,0,Car ,Female,49,College ,112219,664,1,2,Non-citizen
527,0,Car ,Male  ,42,College ,90458,471,2,2,Citizen    
528,0,Car ,Male  ,42,HS      ,101512,576,3,2,Citizen    
529,0,Car ,Male  ,44,College ,83725,588,2,2,Citizen    
530,0,Home,Male  ,46,HS      ,85747,662,3,2,Citizen    
531,0,Car ,Male  ,50,HS      ,115657,631,2,2,Citizen    
532,0,Car ,Female,42,HS      ,112556,637,2,1,Citizen    
533,1,Car ,Female,52,Graduate,123444,690,2,1,Non-citizen
534,0,Home,Female,39,HS      ,122509,627,6,2,Citizen    
535,0,Car ,Male  ,34,HS      ,70708,654,1,2,Citizen    
536,1,Car ,Male  ,38,College ,83865,566,0,2,Citizen    
537,0,Car ,Male  ,45,HS      ,109564,616,1,2,Citizen    
538,0,Car ,Female,51,Graduate,105208,733,3,2,Citizen    
539,0,Car ,Male  ,40,College ,81726,553,0,2,Citizen    
540,0,Car ,Male  ,33,HS      ,81146,702,0,2,Citizen    
541,0,Car ,Male  ,42,HS      ,84029,618,1,2,Citizen    
542,1,Home,Female,39,HS      ,121291,556,6,2,Citizen    
543,0,Car ,Male  ,43,College ,120473,613,2,2,Citizen    
544,0,Home,Male  ,36,HS      ,110647,585,8,2,Citizen    
545,0,Car ,Male  ,43,HS      ,103793,680,3,1,Citizen    
546,0,Car ,Male  ,47,HS      ,84822,655,3,1,Citizen    
547,1,Car ,Female,46,Graduate,93990,741,3,2,Non-citizen
548,0,Home,Male  ,44,HS      ,99915,488,3,2,Citizen    
549,0,Car ,Female,35,Graduate,74995,635,0,2,Non-citizen
550,0,Car ,Female,51,HS      ,117071,609,0,1,Citizen    
551,0,Car ,Male  ,29,HS      ,121462,566,0,2,Citizen    
552,0,Car ,Female,53,Graduate,104113,682,2,2,Citizen    
553,0,Home,Male  ,41,HS      ,57556,505,3,2,Citizen    
554,0,Car ,Female,41,HS      ,89158,563,0,2,Citizen    
555,0,Car ,Female,33,HS      ,83195,481,0,2,Citizen    
556,0,Car ,Female,41,HS      ,90136,518,2,2,Citizen    
557,0,Car ,Male  ,35,HS      ,94961,526,0,2,Citizen    
558,0,Car ,Male  ,46,HS      ,97995,516,0,2,Citizen    
559,0,Home,Female,40,HS      ,109967,642,7,2,Citizen    
560,0,Car ,Female,41,HS      ,120044,746,1,2,Citizen    
561,0,Car ,Male  ,36,HS      ,101401,581,0,2,Citizen    
562,0,Car ,Male  ,36,HS      ,103486,620,2,2,Citizen    
563,0,Home,Male  ,50,HS      ,96958,596,7,2,Citizen    
564,0,Home,Male  ,55,HS      ,99347,687,7,2,Citizen    
565,0,Car ,Female,45,HS      ,106629,655,2,2,Citizen    
566,1,Car ,Female,53,College ,107720,743,3,1,Citizen    
567,0,Car ,Male  ,45,College ,59721,560,0,2,Citizen    
568,0,Car ,Female,47,College ,132663,724,2,1,Non-citizen
569,0,Home,Male  ,46,College ,119322,648,7,2,Citizen    
570,0,Car ,Female,39,College ,105644,582,2,2,Citizen    
571,0,Home,Male  ,41,HS      ,114628,599,0,2,Citizen    
572,0,Car ,Female,33,HS      ,114313,635,0,2,Citizen    
573,0,Home,Female,46,HS      ,109345,628,11,2,Citizen    
574,0,Car ,Female,53,HS      ,94195,525,1,2,Citizen    
575,0,Home,Female,44,HS      ,114406,679,5,2,Citizen    
576,0,Home,Male  ,43,HS      ,116973,664,8,2,Citizen    
577,0,Home,Female,47,College ,122232,678,7,2,Citizen    
578,1,Car ,Female,45,Graduate,123065,642,2,2,Citizen    
579,0,Home,Male  ,54,HS      ,95154,593,9,1,Citizen    
580,0,Car ,Male  ,44,HS      ,101525,535,0,2,Citizen    
581,0,Car ,Female,45,College ,98490,717,1,2,Citizen    
582,0,Car ,Male  ,37,College ,97314,617,3,1,Citizen    
583,0,Home,Female,48,HS      ,83052,604,5,1,Citizen    
584,0,Car ,Female,39,HS      ,118404,630,0,1,Citizen    
585,0,Car ,Male  ,46,HS      ,101158,632,3,2,Citizen    
586,0,Home,Male  ,38,HS      ,91920,584,7,2,Citizen    
587,0,Home,Male  ,43,HS      ,82312,477,1,2,Citizen    
588,0,Home,Male  ,35,HS      ,78448,609,8,2,Citizen    
589,0,Home,Male  ,35,HS      ,84759,615,4,2,Citizen    
590,0,Home,Male  ,44,HS      ,99072,777,7,2,Citizen    
591,0,Home,Female,42,College ,93705,587,6,2,Citizen    
592,0,Car ,Male  ,35,HS      ,108584,630,0,2,Citizen    
593,0,Car ,Female,39,Graduate,98791,634,1,2,Non-citizen
594,1,Car ,Male  ,46,HS      ,101439,661,0,2,Citizen    
595,0,Home,Male  ,43,HS      ,121200,550,8,2,Citizen    
596,0,Car ,Male  ,26,HS      ,56397,538,0,2,Citizen    
597,0,Car ,Female,38,HS      ,83498,694,0,1,Citizen    
598,0,Car ,Female,41,HS      ,98914,589,1,2,Citizen    
599,0,Car ,Male  ,41,HS      ,105853,555,1,2,Citizen    
600,0,Home,Female,48,HS      ,94949,630,5,2,Citizen    
601,0,Car ,Female,34,HS      ,103728,656,2,1,Citizen    
602,0,Car ,Female,48,College ,115287,651,2,2,Citizen    
603,0,Car ,Male  ,44,HS      ,102137,594,1,2,Citizen    
604,0,Home,Female,32,College ,95647,559,7,2,Citizen    
605,0,Car ,Male  ,46,HS      ,75777,551,0,2,Citizen    
606,0,Home,Male  ,44,College ,104945,627,14,2,Citizen    
607,0,Car ,Male  ,29,HS      ,99674,577,0,2,Citizen    
608,0,Home,Male  ,41,College ,83289,558,8,2,Citizen    
609,0,Car ,Female,48,HS      ,109876,650,2,2,Citizen    
610,0,Home,Male  ,32,HS      ,61820,547,2,2,Citizen    
611,0,Car ,Male  ,47,HS      ,99958,522,1,2,Citizen    
612,0,Home,Female,43,HS      ,93071,606,3,2,Citizen    
613,0,Car ,Male  ,34,HS      ,91068,627,1,2,Citizen    
614,0,Home,Male  ,33,HS      ,115094,714,9,2,Citizen    
615,1,Home,Female,34,HS      ,85744,703,5,2,Citizen    
616,0,Car ,Female,57,Graduate,103925,676,1,2,Non-citizen
617,0,Car ,Male  ,43,HS      ,69818,611,0,2,Citizen    
618,0,Car ,Female,53,College ,119650,589,1,2,Non-citizen
619,0,Car ,Female,44,College ,115049,569,2,2,Citizen    
620,0,Car ,Female,49,College ,94946,650,1,2,Citizen    
621,0,Home,Female,38,HS      ,87019,637,3,2,Citizen    
622,0,Car ,Male  ,44,College ,92800,549,3,2,Citizen    
623,0,Car ,Female,35,HS      ,80559,701,0,2,Citizen    
624,0,Car ,Male  ,41,HS      ,97224,624,1,1,Citizen    
625,0,Car ,Female,47,HS      ,90720,609,3,2,Citizen    
626,0,Car ,Female,47,HS      ,90947,664,2,1,Citizen    
627,0,Car ,Male  ,46,College ,87839,543,1,2,Citizen    
628,0,Home,Male  ,41,HS      ,79163,536,6,2,Citizen    
629,0,Car ,Male  ,43,HS      ,107491,576,0,1,Citizen    
630,0,Car ,Male  ,37,HS      ,70410,609,0,2,Citizen    
631,0,Home,Female,45,HS      ,124777,723,7,2,Citizen    
632,0,Car ,Female,51,HS      ,92203,673,0,1,Citizen    
633,0,Car ,Male  ,47,HS      ,85847,605,0,2,Citizen    
634,0,Home,Male  ,39,HS      ,92451,588,5,2,Citizen    
635,0,Car ,Female,43,HS      ,111023,641,1,2,Citizen    
636,0,Car ,Female,45,HS      ,109479,615,1,2,Citizen    
637,0,Home,Male  ,38,HS      ,75416,585,5,2,Citizen    
638,0,Car ,Male  ,44,Graduate,76821,568,2,2,Citizen    
639,0,Home,Female,37,College ,108077,603,9,2,Citizen    
640,1,Car ,Female,47,College ,89303,643,2,1,Citizen    
641,0,Car ,Female,48,HS      ,104973,709,1,2,Citizen    
642,0,Car ,Female,45,College ,112422,613,2,2,Citizen    
643,0,Car ,Male  ,40,HS      ,83503,564,0,2,Citizen    
644,0,Car ,Male  ,42,HS      ,107131,608,0,2,Citizen    
645,0,Home,Female,36,HS      ,85450,610,4,2,Citizen    
646,0,Car ,Female,42,HS      ,84303,656,0,2,Citizen    
647,0,Car ,Female,41,College ,96638,671,2,2,Citizen    
648,0,Car ,Female,36,HS      ,78946,557,0,2,Citizen    
649,0,Car ,Male  ,43,College ,67920,632,0,2,Citizen    
650,1,Car ,Female,45,HS      ,97505,618,0,2,Citizen    
651,0,Home,Male  ,49,HS      ,89720,602,1,2,Citizen    
652,0,Home,Male  ,35,HS      ,122706,583,6,2,Citizen    
653,0,Car ,Male  ,46,HS      ,109763,638,0,2,Citizen    
654,0,Home,Male  ,32,HS      ,86462,566,6,2,Citizen    
655,1,Car ,Female,56,Graduate,135156,673,2,2,Citizen    
656,0,Home,Female,50,HS      ,99471,718,0,2,Citizen    
657,0,Car ,Female,41,HS      ,100161,652,1,2,Citizen    
658,0,Car ,Female,41,HS      ,93052,612,0,2,Citizen    
659,0,Car ,Male  ,43,HS      ,75819,570,2,2,Citizen    
660,0,Car ,Female,38,HS      ,96671,695,2,2,Citizen    
661,0,Home,Male  ,36,HS      ,101256,597,2,2,Citizen    
662,1,Car ,Female,34,Graduate,113531,671,2,2,Citizen    
663,0,Car ,Male  ,46,HS      ,84402,619,0,2,Citizen    
664,0,Home,Male  ,36,HS      ,101790,569,6,2,Citizen    
665,0,Car ,Female,46,HS      ,102701,569,3,1,Citizen    
666,0,Car ,Female,47,College ,140220,735,2,2,Citizen    
667,0,Car ,Male  ,41,HS      ,102863,590,0,2,Citizen    
668,0,Car ,Male  ,32,HS      ,87778,616,2,2,Citizen    
669,0,Home,Female,46,College ,86501,629,12,1,Citizen    
670,0,Home,Female,43,HS      ,102367,589,8,2,Citizen    
671,0,Car ,Male  ,34,College ,90661,576,0,2,Citizen    
672,0,Home,Female,49,HS      ,97635,714,5,2,Citizen    
673,0,Home,Male  ,37,HS      ,89572,598,2,2,Citizen    
674,0,Home,Male  ,42,HS      ,108829,699,7,1,Citizen    
675,0,Car ,Male  ,41,HS      ,93533,581,0,2,Citizen    
676,1,Home,Male  ,41,College ,105459,608,13,2,Citizen    
677,0,Car ,Female,44,College ,104436,625,0,2,Citizen    
678,0,Home,Male  ,46,HS      ,107246,654,10,2,Citizen    
679,0,Car ,Male  ,41,HS      ,79444,587,0,2,Citizen    
680,0,Car ,Female,51,College ,106328,749,2,2,Non-citizen
681,0,Car ,Male  ,39,HS      ,105976,661,1,1,Citizen    
682,0,Home,Female,44,Graduate,93994,683,11,2,Citizen    
683,0,Home,Female,38,HS      ,88894,628,5,2,Citizen    
684,0,Car ,Male  ,35,HS      ,61728,534,0,2,Citizen    
685,0,Home,Male  ,46,HS      ,99711,662,12,1,Citizen    
686,0,Car ,Female,40,College ,86159,643,0,2,Citizen    
687,0,Car ,Female,42,HS      ,87053,624,1,2,Citizen    
688,0,Home,Male  ,49,HS      ,103573,604,10,2,Citizen    
689,1,Car ,Male  ,44,HS      ,65005,713,0,2,Citizen    
690,0,Home,Male  ,39,HS      ,85973,540,3,2,Citizen    
691,0,Car ,Male  ,40,HS      ,64613,618,0,2,Citizen    
692,0,Car ,Female,44,HS      ,95595,568,0,2,Citizen    
693,0,Car ,Male  ,41,HS      ,61649,592,0,2,Citizen    
694,0,Home,Male  ,46,HS      ,92772,740,4,2,Citizen    
695,0,Car ,Female,44,HS      ,86942,568,2,2,Citizen    
696,0,Car ,Female,46,HS      ,63190,702,1,2,Citizen    
697,0,Home,Male  ,47,HS      ,104779,696,7,2,Citizen    
698,0,Car ,Male  ,53,College ,95542,556,2,2,Citizen    
699,0,Car ,Female,37,College ,88263,587,1,1,Citizen    
700,1,Car ,Male  ,40,HS      ,85449,536,0,2,Citizen    
701,0,Home,Male  ,43,HS      ,89154,591,4,2,Citizen    
702,0,Home,Male  ,40,HS      ,98471,662,4,2,Citizen    
703,0,Car ,Male  ,49,College ,98863,643,2,2,Citizen    
704,0,Home,Female,45,HS      ,102348,546,5,2,Citizen    
705,0,Home,Male  ,38,HS      ,64813,468,7,2,Citizen    
706,0,Car ,Male  ,37,HS      ,79426,579,1,2,Citizen    
707,0,Home,Male  ,46,Graduate,90416,640,11,2,Citizen    
708,0,Car ,Female,41,College ,84974,602,1,2,Citizen    
709,0,Car ,Male  ,42,College ,108786,705,2,2,Citizen    
710,0,Home,Male  ,42,HS      ,88753,558,6,2,Citizen    
711,0,Home,Male  ,33,HS      ,70548,535,5,2,Citizen    
712,0,Car ,Male  ,42,HS      ,113174,644,0,2,Citizen    
713,0,Home,Male  ,47,HS      ,84607,652,9,2,Citizen    
714,0,Car ,Female,39,HS      ,108313,681,2,2,Citizen    
715,0,Car ,Female,41,HS      ,119686,600,1,1,Citizen    
716,0,Car ,Male  ,37,HS      ,83496,507,0,2,Citizen    
717,0,Car ,Male  ,30,HS      ,72949,499,0,2,Citizen    
718,0,Car ,Male  ,48,HS      ,100749,512,1,2,Citizen    
719,0,Car ,Male  ,34,College ,94148,625,1,1,Citizen    
720,0,Car ,Female,51,College ,124110,664,1,1,Citizen    
721,0,Home,Male  ,48,HS      ,75398,600,11,1,Citizen    
722,0,Car ,Male  ,38,College ,97842,557,2,2,Citizen    
723,0,Car ,Female,46,College ,107163,711,1,1,Citizen    
724,0,Car ,Male  ,41,HS      ,111052,611,1,2,Citizen    
725,0,Car ,Female,38,College ,102906,627,2,1,Citizen    
726,0,Car ,Female,44,College ,119756,606,2,2,Citizen    
727,0,Car ,Male  ,38,College ,80667,524,1,2,Citizen    
728,0,Car ,Female,42,HS      ,99314,659,0,2,Citizen    
729,0,Car ,Male  ,52,College ,106805,631,0,2,Non-citizen
730,0,Car ,Male  ,33,HS      ,89059,560,1,2,Citizen    
731,0,Car ,Male  ,43,HS      ,102051,635,0,2,Citizen    
732,0,Car ,Female,37,HS      ,112473,497,0,2,Citizen    
733,0,Car ,Female,40,HS      ,110347,605,1,2,Citizen    
734,0,Home,Male  ,46,HS      ,113547,562,8,2,Citizen    
735,0,Car ,Male  ,52,HS      ,112583,658,3,1,Citizen    
736,0,Home,Male  ,30,HS      ,66511,514,5,2,Citizen    
737,0,Car ,Female,51,HS      ,106488,650,1,2,Citizen    
738,0,Car ,Male  ,43,HS      ,71642,561,0,2,Citizen    
739,0,Car ,Male  ,31,HS      ,79613,624,0,2,Citizen    
740,0,Car ,Female,44,HS      ,97169,633,3,1,Citizen    
741,0,Home,Female,34,HS      ,120747,586,5,2,Citizen    
742,0,Car ,Male  ,46,HS      ,89105,550,3,2,Citizen    
743,0,Car ,Female,49,HS      ,97799,658,1,2,Non-citizen
744,0,Car ,Female,43,HS      ,66134,564,0,2,Citizen    
745,0,Car ,Female,38,HS      ,100078,644,0,2,Citizen    
746,1,Car ,Female,38,HS      ,127735,612,2,2,Citizen    
747,1,Car ,Male  ,39,College ,82112,713,3,2,Citizen    
748,0,Home,Male  ,37,HS      ,77376,556,2,2,Citizen    
749,0,Car ,Female,40,HS      ,107645,660,2,2,Citizen    
750,0,Car ,Male  ,40,HS      ,81750,496,2,2,Citizen    
751,0,Home,Female,36,HS      ,66473,514,5,2,Citizen    
752,0,Car ,Male  ,35,HS      ,75283,538,1,2,Citizen    
753,0,Home,Female,41,HS      ,110422,693,2,2,Citizen    
754,1,Car ,Male  ,51,College ,101498,688,3,1,Citizen    
755,0,Home,Male  ,42,HS      ,69180,590,2,2,Citizen    
756,0,Car ,Male  ,45,HS      ,74423,574,2,2,Citizen    
757,0,Car ,Male  ,50,HS      ,100783,653,1,1,Citizen    
758,0,Car ,Female,46,HS      ,90736,690,0,1,Citizen    
759,0,Home,Male  ,38,HS      ,97007,563,0,2,Citizen    
760,0,Home,Male  ,52,HS      ,108001,561,10,2,Citizen    
761,0,Home,Male  ,40,College ,89546,704,7,2,Citizen    
762,0,Home,Male  ,42,HS      ,112497,554,8,2,Citizen    
763,0,Car ,Male  ,32,HS      ,63293,586,0,2,Citizen    
764,1,Car ,Female,34,HS      ,81891,683,0,2,Citizen    
765,0,Car ,Male  ,47,College ,85524,590,1,2,Citizen    
766,1,Car ,Female,42,HS      ,107848,657,2,2,Citizen    
767,0,Car ,Male  ,48,HS      ,98357,599,1,2,Citizen    
768,0,Home,Male  ,38,HS      ,113308,600,10,2,Citizen    
769,0,Car ,Male  ,49,HS      ,90435,778,1,2,Citizen    
770,0,Car ,Female,36,HS      ,95659,557,1,2,Citizen    
771,0,Car ,Female,49,HS      ,101074,632,0,2,Citizen    
772,0,Home,Male  ,28,HS      ,48991,571,3,2,Citizen    
773,0,Car ,Male  ,36,College ,76197,496,1,2,Citizen    
774,0,Car ,Female,45,HS      ,86833,548,0,2,Citizen    
775,0,Car ,Male  ,34,HS      ,61076,483,2,2,Citizen    
776,0,Home,Male  ,35,HS      ,113555,563,4,2,Citizen    
777,0,Car ,Male  ,52,College ,131046,628,2,2,Citizen    
778,1,Car ,Female,45,HS      ,91765,606,1,2,Citizen    
779,0,Car ,Female,49,HS      ,127703,600,1,2,Citizen    
780,0,Home,Male  ,36,HS      ,79281,523,8,2,Citizen    
781,0,Car ,Female,48,HS      ,112970,556,1,2,Citizen    
782,0,Home,Male  ,44,HS      ,92037,553,7,2,Citizen    
783,0,Car ,Female,54,HS      ,109130,695,0,1,Citizen    
784,0,Car ,Female,47,HS      ,100167,669,0,2,Citizen    
785,0,Car ,Female,47,HS      ,102549,643,3,1,Citizen    
786,0,Car ,Female,42,HS      ,89811,712,0,1,Citizen    
787,0,Car ,Male  ,32,HS      ,94539,618,1,2,Citizen    
788,0,Car ,Male  ,42,HS      ,77790,556,1,2,Citizen    
789,0,Home,Male  ,37,HS      ,75418,567,4,2,Citizen    
790,0,Car ,Female,40,HS      ,110722,603,0,2,Citizen    
791,0,Car ,Female,49,HS      ,116579,625,0,2,Citizen    
792,0,Car ,Female,43,HS      ,108353,628,1,1,Citizen    
793,0,Car ,Female,40,HS      ,95586,585,0,2,Citizen    
794,0,Car ,Female,43,HS      ,98705,600,0,2,Citizen    
795,0,Home,Male  ,38,HS      ,77307,585,5,2,Citizen    
796,0,Car ,Male  ,35,HS      ,94008,693,2,2,Citizen    
797,0,Home,Female,48,HS      ,115138,503,7,2,Citizen    
798,0,Car ,Female,46,College ,106310,682,0,2,Citizen    
